Name	Meta	main_role	sub_role	Function	locus_tag
rpmA	Genetic Info processing	Protein synthesis	Ribosomal proteins: synthesis and modification	50S ribosomal protein L27	PA4567
rplU	Genetic Info processing	Protein synthesis	Ribosomal proteins: synthesis and modification	50S ribosomal protein L21	PA4568
	Genetic Info processing	Protein synthesis	Ribosomal proteins: synthesis and modification	probable ribosomal protein L25	PA4671
rimI	Genetic Info processing	Protein synthesis	Ribosomal proteins: synthesis and modification	peptide n-acetyltransferase RimI	PA4678
rpsO	Genetic Info processing	Protein synthesis	Ribosomal proteins: synthesis and modification	30S ribosomal protein S15	PA4741
prmA	Genetic Info processing	Protein synthesis	Ribosomal proteins: synthesis and modification	ribosomal protein L11 methyltransferase	PA4850
rplI	Genetic Info processing	Protein synthesis	Ribosomal proteins: synthesis and modification	50S ribosomal protein L9	PA4932
rpsR	Genetic Info processing	Protein synthesis	Ribosomal proteins: synthesis and modification	30S ribosomal protein S18	PA4934
rpsF	Genetic Info processing	Protein synthesis	Ribosomal proteins: synthesis and modification	30S ribosomal protein S6	PA4935
rpmE	Genetic Info processing	Protein synthesis	Ribosomal proteins: synthesis and modification	50S ribosomal protein L31	PA5049
rimK	Genetic Info processing	Protein synthesis	Ribosomal proteins: synthesis and modification	ribosomal protein S6 modification protein	PA5197
rpmG	Genetic Info processing	Protein synthesis	Ribosomal proteins: synthesis and modification	50S ribosomal protein L33	PA5315
rpmB	Genetic Info processing	Protein synthesis	Ribosomal proteins: synthesis and modification	50S ribosomal protein L28	PA5316
rpmH	Genetic Info processing	Protein synthesis	Ribosomal proteins: synthesis and modification	50S ribosomal protein L34	PA5570
fusA2	Genetic Info processing	Protein synthesis	Translation factors	elongation factor G	PA2071
infA	Genetic Info processing	Protein synthesis	Translation factors	initiation factor	PA2619
infC	Genetic Info processing	Protein synthesis	Translation factors	translation initiation factor IF-3	PA2743
efp	Genetic Info processing	Protein synthesis	Translation factors	translation elongation factor P	PA2851
frr	Genetic Info processing	Protein synthesis	Translation factors	ribosome recycling factor	PA3653
tsf	Genetic Info processing	Protein synthesis	Translation factors	elongation factor Ts	PA3655
nagR	Genetic Info processing	Protein synthesis	Translation factors	Transcriptional regulator of N-Acetylglucosamine catabolism operon	PA3757
prfC	Genetic Info processing	Protein synthesis	Translation factors	peptide chain release factor 3	PA3903
	Genetic Info processing	Protein synthesis	Translation factors	conserved hypothetical protein	PA4005
tufA	Genetic Info processing	Protein synthesis	Translation factors	elongation factor Tu	PA4265
fusA1	Genetic Info processing	Protein synthesis	Translation factors	elongation factor G	PA4266
tufB	Genetic Info processing	Protein synthesis	Translation factors	elongation factor Tu	PA4277
	Genetic Info processing	Protein synthesis	Translation factors	conserved hypothetical protein	PA4463
prfA	Genetic Info processing	Protein synthesis	Translation factors	peptide chain release factor 1	PA4665
infB	Genetic Info processing	Protein synthesis	Translation factors	translation initiation factor IF-2	PA4744
selB	Genetic Info processing	Protein synthesis	Translation factors	selenocysteine-specific elongation factor	PA4807
	Genetic Info processing	Protein synthesis	Translation factors	conserved hypothetical protein	PA4840
	Genetic Info processing	Protein synthesis	Translation factors	conserved hypothetical protein	PA4952
typA	Genetic Info processing	Protein synthesis	Translation factors	regulatory protein TypA	PA5117
	Genetic Info processing	Protein synthesis	Translation factors	probable heat shock protein	PA5195
	Genetic Info processing	Protein synthesis	Translation factors	probable peptide chain release factor	PA5470
	Genetic Info processing	Protein synthesis	Translation factors	PA5471 leader peptide	PA5471.1
glyS	Genetic Info processing	Protein synthesis	tRNA aminoacylation	glycyl-tRNA synthetase beta chain	PA0008
glyQ	Genetic Info processing	Protein synthesis	tRNA aminoacylation	glycyl-tRNA synthetase alpha chain	PA0009
fmt	Genetic Info processing	Protein synthesis	tRNA aminoacylation	methionyl-tRNA formyltransferase	PA0018
tyrZ	Genetic Info processing	Protein synthesis	tRNA aminoacylation	tyrosyl-tRNA synthetase 2	PA0668
alaS	Genetic Info processing	Protein synthesis	tRNA aminoacylation	alanyl-tRNA synthetase	PA0903
proS	Genetic Info processing	Protein synthesis	tRNA aminoacylation	prolyl-tRNA synthetase	PA0956
aspS	Genetic Info processing	Protein synthesis	tRNA aminoacylation	aspartyl-tRNA synthetase	PA0963
glnS	Genetic Info processing	Protein synthesis	tRNA aminoacylation	glutaminyl-tRNA synthetase	PA1794
cysS	Genetic Info processing	Protein synthesis	tRNA aminoacylation	cysteinyl-tRNA synthetase	PA1795
serS	Genetic Info processing	Protein synthesis	tRNA aminoacylation	seryl-tRNA synthetase	PA2612
pheT	Genetic Info processing	Protein synthesis	tRNA aminoacylation	phenylalanyl-tRNA synthetase beta subunit	PA2739
pheS	Genetic Info processing	Protein synthesis	tRNA aminoacylation	phenylalanyl-tRNA synthetase alpha-subunit	PA2740
thrS	Genetic Info processing	Protein synthesis	tRNA aminoacylation	threonyl-tRNA synthetase	PA2744
gltX	Genetic Info processing	Protein synthesis	tRNA aminoacylation	glutamyl-tRNA synthetase	PA3134
metG	Genetic Info processing	Protein synthesis	tRNA aminoacylation	methionyl-tRNA synthetase	PA3482
	Genetic Info processing	Protein synthesis	tRNA aminoacylation	conserved hypothetical protein	PA3580
lysS	Genetic Info processing	Protein synthesis	tRNA aminoacylation	lysyl-tRNA synthetase	PA3700
hisS	Genetic Info processing	Protein synthesis	tRNA aminoacylation	histidyl-tRNA synthetase	PA3802
valS	Genetic Info processing	Protein synthesis	tRNA aminoacylation	valyl-tRNA synthetase	PA3834
leuS	Genetic Info processing	Protein synthesis	tRNA aminoacylation	leucyl-tRNA synthetase	PA3987
tyrS	Genetic Info processing	Protein synthesis	tRNA aminoacylation	tyrosyl-tRNA synthetase	PA4138
trpS	Genetic Info processing	Protein synthesis	tRNA aminoacylation	tryptophanyl-tRNA synthetase	PA4439
gatC	Genetic Info processing	Protein synthesis	tRNA aminoacylation	Glu-tRNA(Gln) amidotransferase subunit C	PA4482
gatA	Genetic Info processing	Protein synthesis	tRNA aminoacylation	Glu-tRNA(Gln) amidotransferase subunit A	PA4483
gatB	Genetic Info processing	Protein synthesis	tRNA aminoacylation	Glu-tRNA(Gln) amidotransferase subunit B	PA4484
ileS	Genetic Info processing	Protein synthesis	tRNA aminoacylation	isoleucyl-tRNA synthetase	PA4560
selA	Genetic Info processing	Protein synthesis	tRNA aminoacylation	L-seryl-tRNA(ser) selenium transferase	PA4808
argS	Genetic Info processing	Protein synthesis	tRNA aminoacylation	arginyl-tRNA synthetase	PA5051
	Genetic Info processing	Protein synthesis	tRNA aminoacylation	conserved hypothetical protein	PA5079
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA0017
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA0354
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA0370
micA	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	DNA mismatch repair protein MicA	PA0382
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA0419
gcp	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	O-sialoglycoprotein endopeptidase	PA0580
cca	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	tRNA nucleotidyl transferase	PA0584
ksgA	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	rRNA (adenine-N6N6)-dimethyltransferase	PA0592
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	probable pseudouridylate synthase	PA0733
ygcA	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	probable RNA methyltransferase	PA0933
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	probable radical activating enzyme	PA0975
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	Protein PA1006	PA1006
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	hypothetical protein	PA1110
rrmA	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	rRNA methyltransferase	PA1161
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA1164
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA1192
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	hypothetical protein	PA1407
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	hypothetical protein	PA1424
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA1563
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA1564
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA1643
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	hypothetical protein	PA1839
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	hypothetical protein	PA2043
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA2605
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA2606
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA2607
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA2608
trmU	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	tRNA methyltransferase	PA2626
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	probable 6-pyruvoyl tetrahydrobiopterin synthase	PA2666
dusA	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	dihydrouridine synthase A 	PA2795
rluC	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	ribosomal large subunit pseudouridine synthase C	PA2975
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA3048
truA	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	tRNA-pseudouridine synthase I	PA3114
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA3129
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA3179
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA3199
rluA	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	pseudouridine synthase RluA	PA3246
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	hypothetical protein	PA3456
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA3606
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA3626
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA3632
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA3638
	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	conserved hypothetical protein	PA3680
yeaZ	Genetic Info processing	Protein synthesis	tRNA and rRNA base modification	YeaZ	PA3685
